source_dataset,record_id,distance_km,weather_condition,traffic_level,time_of_day,vehicle_type,gig_type,temperature_c,humidity_pct,precipitation_mm,preparation_time_min,courier_experience_yrs,worker_age,worker_rating,order_type,delivery_time_min,congestion_ratio,weather_risk,traffic_risk,news_risk,context_mult,severity_score,claim_triggered,risk_band,coverage_amount,payout_estimate
,8685,23.37,Fog,Very High,Unknown,motorcycle,delivery,24.06,46.0,0.0,17.0,5.0,30.0,4.6,Meal,50.16666667,0.9,10.0,90.0,0.0,1.2,39.76,1,Moderate,5000,1987.9999999999998
,897A,21.0,Clear,Very High,Unknown,scooter,delivery,27.79,51.0,0.0,17.0,5.0,31.0,3.8,Drinks,60.78333333,0.9,0.2,90.0,0.0,1.3,40.79,1,Moderate,5000,2039.5
,4A05,21.8,Fog,Very High,Unknown,motorcycle,delivery,22.19,73.0,0.0,17.0,5.0,35.0,4.9,Buffet,50.21666667,0.9,14.6,90.0,0.0,1.2,44.57,0,Moderate,5000,2228.5
,7CE5,21.14,Cloudy,Very High,Unknown,motorcycle,delivery,28.35,82.0,0.0,17.0,5.0,36.0,4.9,Snack,66.25,0.9,8.4,90.0,0.0,1.2,40.99,1,Moderate,5000,2049.5
,3.00E+30,21.59,Clear,Very High,Unknown,scooter,delivery,24.9,42.0,0.0,17.0,5.0,32.0,4.9,Meal,47.73333333,0.9,0.0,90.0,0.0,1.3,39.54,1,Moderate,5000,1976.9999999999998
,D49C,27.62,Clear,Very High,Unknown,motorcycle,delivery,24.9,44.0,0.0,17.0,5.0,39.0,4.9,Snack,64.4,0.9,0.0,90.0,0.0,1.2,35.19,1,Moderate,5000,1759.5
,9D28,26.17,Cloudy,Very High,Unknown,scooter,delivery,28.38,76.0,0.0,17.0,5.0,24.0,4.9,Drinks,78.51666667,0.9,7.2,90.0,0.0,1.3,40.36,1,Moderate,5000,2018.0
,3828,17.37,Fog,Very High,Unknown,scooter,delivery,22.93,60.0,0.0,17.0,5.0,39.0,4.5,Drinks,57.7,0.9,12.0,90.0,0.0,1.3,44.79,1,Moderate,5000,2239.5
,806E,24.59,Clear,Very High,Unknown,motorcycle,delivery,24.92,43.0,0.0,17.0,5.0,36.0,4.4,Meal,48.05,0.9,0.0,90.0,0.0,1.2,36.15,1,Moderate,5000,1807.5
,DC47,30.04,Clear,Very High,Unknown,scooter,delivery,11.16,87.0,0.0,17.0,5.0,21.0,4.1,Snack,83.5,0.9,7.4,90.0,0.0,1.3,38.59,1,Moderate,5000,1929.5
,4D6B,25.39,Clear,Very High,Unknown,scooter,delivery,24.91,42.0,0.0,17.0,5.0,21.0,5.0,Snack,54.86666667,0.9,0.0,90.0,0.0,1.3,38.16,1,Moderate,5000,1907.9999999999998
,9F46,24.07,Cloudy,Very High,Unknown,scooter,delivery,28.34,82.0,0.0,17.0,5.0,27.0,5.0,Drinks,78.81666667,0.9,8.4,90.0,0.0,1.3,41.14,1,Moderate,5000,2057.0
,377A,21.7,Cloudy,Very High,Unknown,motorcycle,delivery,20.22,63.0,0.0,17.0,5.0,20.0,4.9,Snack,54.81666667,0.9,4.6,90.0,0.0,1.2,40.41,1,Moderate,5000,2020.4999999999998
,5690,29.29,Clear,Very High,Unknown,scooter,delivery,22.84,48.0,0.0,17.0,5.0,33.0,4.8,Drinks,77.78333333,0.9,0.0,90.0,0.0,1.3,35.24,1,Moderate,5000,1762.0000000000002
,BA36,26.31,Cloudy,Very High,Unknown,motorcycle,delivery,28.35,86.0,0.0,17.0,5.0,25.0,4.9,Snack,71.96666667,0.9,9.2,90.0,0.0,1.2,35.62,1,Moderate,5000,1780.9999999999998
,CC0D,33.04,Clear,Very High,Unknown,motorcycle,delivery,25.36,38.0,0.0,17.0,5.0,38.0,4.5,Buffet,54.03333333,0.9,0.0,90.0,0.0,1.2,39.34,1,Moderate,5000,1967.0000000000002
,3A78,25.98,Clear,Very High,Unknown,scooter,delivery,28.01,49.0,0.0,17.0,5.0,33.0,4.1,Snack,53.1,0.9,0.0,90.0,0.0,1.3,35.83,1,Moderate,5000,1791.5
,A78B,26.72,Clear,Very High,Unknown,scooter,delivery,20.7,67.0,0.0,17.0,5.0,32.0,3.9,Snack,61.16666667,0.9,3.4,90.0,0.0,1.3,37.97,1,Moderate,5000,1898.5
,1516,26.96,Fog,Very High,Unknown,motorcycle,delivery,26.15,73.0,0.0,17.0,5.0,23.0,4.9,Meal,52.25,0.9,14.6,90.0,0.0,1.2,38.24,1,Moderate,5000,1912.0
,17FB,15.33,Fog,Very High,Unknown,motorcycle,delivery,22.5,73.0,0.0,17.0,5.0,25.0,4.0,Snack,65.56666667,0.9,14.6,90.0,0.0,1.2,44.66,1,Moderate,5000,2232.9999999999995
,161B,28.56,Clear,Very High,Unknown,scooter,delivery,23.47,47.0,0.0,17.0,5.0,23.0,4.8,Snack,63.65,0.9,0.0,90.0,0.0,1.3,38.7,1,Moderate,5000,1935.0
,6968,18.36,Fog,Very High,Unknown,motorcycle,delivery,23.24,73.0,0.0,17.0,5.0,22.0,4.5,Drinks,64.05,0.9,14.6,90.0,0.0,1.2,43.23,1,Moderate,5000,2161.5
,7F8E,23.34,Fog,Very High,Unknown,scooter,delivery,20.26,83.0,0.0,17.0,5.0,38.0,4.3,Buffet,57.76666667,0.9,16.6,90.0,0.0,1.3,44.42,1,Moderate,5000,2221.0
,4530,26.35,Cloudy,Very High,Unknown,motorcycle,delivery,28.32,82.0,0.0,17.0,5.0,24.0,4.7,Buffet,58.7,0.9,8.4,90.0,0.0,1.2,36.32,1,Moderate,5000,1816.0000000000002
,41C9,21.71,Fog,Very High,Unknown,scooter,delivery,22.69,60.0,0.0,17.0,5.0,35.0,4.7,Drinks,64.5,0.9,12.0,90.0,0.0,1.3,40.23,1,Moderate,5000,2011.5
,BFCA,21.2,Clear,Very High,Unknown,scooter,delivery,22.17,42.0,0.0,17.0,5.0,31.0,4.9,Drinks,64.38333333,0.9,0.0,90.0,0.0,1.3,37.1,1,Moderate,5000,1855.0
,AEB1,21.88,Clear,Very High,Unknown,ev,delivery,22.71,48.0,0.0,17.0,5.0,22.0,4.6,Meal,56.23333333,0.9,0.0,90.0,0.0,1.0,35.0,0,Moderate,5000,1750.0
,3930,35.89,Clear,Very High,Unknown,motorcycle,delivery,27.94,53.0,0.0,17.0,5.0,30.0,4.8,Drinks,95.16666667,0.9,0.6,90.0,0.0,1.2,37.17,1,Moderate,5000,1858.5000000000002
,8659,19.78,Clear,Very High,Unknown,motorcycle,delivery,23.09,48.0,0.0,17.0,5.0,28.0,4.9,Meal,58.56666667,0.9,0.0,90.0,0.0,1.2,37.99,1,Moderate,5000,1899.5
,4AF6,21.88,Clear,Very High,Unknown,motorcycle,delivery,22.71,48.0,0.0,17.0,5.0,32.0,5.0,Snack,60.23333333,0.9,0.0,90.0,0.0,1.2,39.51,1,Moderate,5000,1975.5
,2A76,21.52,Cloudy,Very High,Unknown,scooter,delivery,28.34,82.0,0.0,17.0,5.0,25.0,4.8,Drinks,71.16666667,0.9,8.4,90.0,0.0,1.3,37.98,1,Moderate,5000,1898.9999999999998
,A7C2,17.93,Fog,Very High,Unknown,motorcycle,delivery,27.69,57.0,0.0,17.0,5.0,39.0,4.1,Drinks,66.21666667,0.9,11.4,90.0,0.0,1.2,41.47,1,Moderate,5000,2073.5
,9.00E+25,32.73,Fog,Very High,Unknown,motorcycle,delivery,27.21,57.0,0.0,17.0,5.0,38.0,4.3,Snack,93.3,0.9,11.4,90.0,0.0,1.2,42.91,1,Moderate,5000,2145.5
,CF76,34.25,Cloudy,Very High,Unknown,motorcycle,delivery,24.14,92.0,0.0,17.0,5.0,25.0,4.6,Drinks,77.11666667,0.9,10.4,90.0,0.0,1.2,39.29,0,Moderate,5000,1964.4999999999998
,495B,18.38,Clear,Very High,Unknown,motorcycle,delivery,20.7,67.0,0.0,17.0,5.0,31.0,4.2,Buffet,48.45,0.9,3.4,90.0,0.0,1.2,38.3,0,Moderate,5000,1914.9999999999998
,16A2,31.02,Clear,Very High,Unknown,motorcycle,delivery,23.81,29.0,0.0,17.0,5.0,29.0,4.6,Snack,70.78333333,0.9,0.0,90.0,0.0,1.2,38.43,1,Moderate,5000,1921.4999999999998
,31AD,20.51,Fog,Very High,Unknown,motorcycle,delivery,27.7,57.0,0.0,17.0,5.0,23.0,4.9,Meal,57.96666667,0.9,11.4,90.0,0.0,1.2,41.51,1,Moderate,5000,2075.5
,4D3E,25.4,Clear,Very High,Unknown,motorcycle,delivery,24.91,42.0,0.0,17.0,5.0,27.0,4.7,Buffet,52.88333333,0.9,0.0,90.0,0.0,1.2,38.85,0,Moderate,5000,1942.5
,36CC,20.42,Fog,Very High,Unknown,motorcycle,delivery,26.12,73.0,0.0,17.0,5.0,39.0,4.6,Snack,51.71666667,0.9,14.6,90.0,0.0,1.2,42.8,1,Moderate,5000,2140.0
,B3AA,17.82,Clear,Very High,Unknown,motorcycle,delivery,23.09,48.0,0.0,17.0,5.0,30.0,4.2,Meal,48.71666667,0.9,0.0,90.0,0.0,1.2,36.88,1,Moderate,5000,1844.0
,6F20,21.42,Clear,Very High,Unknown,motorcycle,delivery,22.89,48.0,0.0,17.0,5.0,20.0,4.8,Drinks,66.48333333,0.9,0.0,90.0,0.0,1.2,35.15,1,Moderate,5000,1757.5
,CF7,20.92,Fog,Very High,Unknown,motorcycle,delivery,22.67,60.0,0.0,17.0,5.0,29.0,4.6,Snack,54.88333333,0.9,12.0,90.0,0.0,1.2,42.19,0,Moderate,5000,2109.5
,52A0,27.88,Clear,Very High,Unknown,scooter,delivery,22.31,43.0,0.0,17.0,5.0,38.0,4.3,Drinks,60.05,0.9,0.0,90.0,0.0,1.3,38.2,1,Moderate,5000,1910.0
,85AB,37.93,Cloudy,Very High,Unknown,motorcycle,delivery,28.27,82.0,0.0,17.0,5.0,28.0,4.8,Drinks,70.91666667,0.9,8.4,90.0,0.0,1.2,38.45,1,Moderate,5000,1922.5
,38BD,25.42,Clear,Very High,Unknown,motorcycle,delivery,23.46,47.0,0.0,17.0,5.0,38.0,4.3,Meal,58.6,0.9,0.0,90.0,0.0,1.2,38.66,1,Moderate,5000,1932.9999999999998
,940B,19.99,Fog,Very High,Unknown,motorcycle,delivery,22.81,60.0,0.0,17.0,5.0,23.0,4.7,Buffet,51.23333333,0.9,12.0,90.0,0.0,1.2,44.24,1,Moderate,5000,2212.0
,A180,25.16,Clear,Very High,Unknown,motorcycle,delivery,23.47,47.0,0.0,17.0,5.0,36.0,4.6,Snack,62.66666667,0.9,0.0,90.0,0.0,1.2,36.18,1,Moderate,5000,1809.0
,C568,20.17,Clear,Very High,Unknown,motorcycle,delivery,23.67,39.0,0.0,17.0,5.0,30.0,4.7,Meal,47.35,0.9,0.0,90.0,0.0,1.2,36.04,1,Moderate,5000,1802.0
,B118,27.05,Fog,Very High,Unknown,ev,delivery,22.52,60.0,0.0,17.0,5.0,20.0,4.8,Drinks,71.75,0.9,12.0,90.0,0.0,1.0,39.17,1,Moderate,5000,1958.5
,BA9A,30.15,Cloudy,Very High,Unknown,motorcycle,delivery,28.4,82.0,0.0,17.0,5.0,36.0,4.1,Buffet,86.68333333,0.9,8.4,90.0,0.0,1.2,37.08,1,Moderate,5000,1853.9999999999998
,8919,27.93,Clear,Very High,Unknown,motorcycle,delivery,22.25,44.0,0.0,17.0,5.0,28.0,4.7,Snack,52.58333333,0.9,0.0,90.0,0.0,1.2,41.51,1,Moderate,5000,2075.5
,87FA,14.83,Cloudy,Very High,Unknown,scooter,delivery,28.37,82.0,0.0,17.0,5.0,28.0,4.5,Drinks,63.75,0.9,8.4,90.0,0.0,1.3,40.04,1,Moderate,5000,2002.0
,1096,21.71,Fog,Very High,Unknown,scooter,delivery,22.69,60.0,0.0,17.0,5.0,34.0,4.6,Snack,59.43333333,0.9,12.0,90.0,0.0,1.3,40.48,1,Moderate,5000,2024.0
,C138,24.82,Clear,Very High,Unknown,ev,delivery,11.16,87.0,0.0,17.0,5.0,24.0,4.6,Snack,75.85,0.9,7.4,90.0,0.0,1.0,36.84,1,Moderate,5000,1842.0000000000002
,DC5B,23.86,Clear,Very High,Unknown,motorcycle,delivery,22.17,42.0,0.0,17.0,5.0,22.0,4.8,Snack,61.95,0.9,0.0,90.0,0.0,1.2,36.72,1,Moderate,5000,1835.9999999999998
,8FB8,23.37,Fog,Very High,Unknown,motorcycle,delivery,24.06,46.0,0.0,17.0,5.0,36.0,4.2,Snack,53.08333333,0.9,10.0,90.0,0.0,1.2,39.61,1,Moderate,5000,1980.5
,D0AD,25.79,Fog,Very High,Unknown,ev,delivery,21.03,60.0,0.0,17.0,5.0,24.0,4.8,Buffet,65.9,0.9,12.0,90.0,0.0,1.0,43.58,1,Moderate,5000,2179.0
,8A9F,25.87,Clear,Very High,Unknown,motorcycle,delivery,23.15,48.0,0.0,17.0,5.0,33.0,3.8,Buffet,68.13333333,0.9,0.0,90.0,0.0,1.2,35.0,0,Moderate,5000,1750.0
,219B,23.83,Fog,Very High,Unknown,scooter,delivery,22.75,60.0,0.0,17.0,5.0,38.0,3.6,Drinks,71.88333333,0.9,12.0,90.0,0.0,1.3,39.12,0,Moderate,5000,1956.0
,B200,24.03,Cloudy,Very High,Unknown,motorcycle,delivery,28.35,82.0,0.0,17.0,5.0,20.0,4.7,Buffet,67.68333333,0.9,8.4,90.0,0.0,1.2,41.54,1,Moderate,5000,2077.0
,5358,27.2,Fog,Very High,Unknown,motorcycle,delivery,22.54,60.0,0.0,17.0,5.0,21.0,4.9,Buffet,70.46666667,0.9,12.0,90.0,0.0,1.2,41.49,1,Moderate,5000,2074.5000000000005
,AF17,20.55,Cloudy,Very High,Unknown,motorcycle,delivery,28.42,82.0,0.0,17.0,5.0,23.0,5.0,Drinks,76.23333333,0.9,8.4,90.0,0.0,1.2,39.99,1,Moderate,5000,1999.5000000000002
,1919,24.8,Fog,Very High,Unknown,motorcycle,delivery,22.1,74.0,0.0,17.0,5.0,23.0,4.6,Meal,56.31666667,0.9,14.8,90.0,0.0,1.2,43.8,1,Moderate,5000,2189.9999999999995
,4247,34.81,Clear,Very High,Unknown,scooter,delivery,27.22,53.0,0.0,17.0,5.0,29.0,4.6,Drinks,91.5,0.9,0.6,90.0,0.0,1.3,38.48,1,Moderate,5000,1923.9999999999998
,49AB,19.33,Fog,Very High,Unknown,scooter,delivery,27.75,57.0,0.0,17.0,5.0,38.0,4.8,Meal,62.25,0.9,11.4,90.0,0.0,1.3,41.9,1,Moderate,5000,2095.0
,811E,25.16,Clear,Very High,Unknown,scooter,delivery,23.47,47.0,0.0,17.0,5.0,36.0,3.8,Snack,62.8,0.9,0.0,90.0,0.0,1.3,35.19,1,Moderate,5000,1759.5
,A34,24.47,Fog,Very High,Unknown,motorcycle,delivery,22.39,73.0,0.0,17.0,5.0,29.0,4.6,Buffet,57.38333333,0.9,14.6,90.0,0.0,1.2,39.27,0,Moderate,5000,1963.5000000000002
,8BF0,22.12,Fog,Very High,Unknown,scooter,delivery,22.19,73.0,0.0,17.0,5.0,30.0,4.6,Meal,49.95,0.9,14.6,90.0,0.0,1.3,41.71,1,Moderate,5000,2085.5
,5C83,21.57,Clear,Very High,Unknown,scooter,delivery,23.84,29.0,0.0,17.0,5.0,35.0,3.8,Buffet,52.11666667,0.9,0.0,90.0,0.0,1.3,35.83,1,Moderate,5000,1791.5
,7623,34.64,Clear,Very High,Unknown,scooter,delivery,24.9,42.0,0.0,17.0,5.0,25.0,4.6,Snack,58.65,0.9,0.0,90.0,0.0,1.3,38.54,1,Moderate,5000,1926.9999999999998
,3F50,32.2,Cloudy,Very High,Unknown,scooter,delivery,28.34,82.0,0.0,17.0,5.0,31.0,4.8,Buffet,82.38333333,0.9,8.4,90.0,0.0,1.3,37.34,1,Moderate,5000,1867.0
,A207,18.54,Clear,Very High,Unknown,motorcycle,delivery,23.46,47.0,0.0,17.0,5.0,21.0,4.4,Drinks,59.28333333,0.9,0.0,90.0,0.0,1.2,36.61,1,Moderate,5000,1830.5
,CB03,31.61,Clear,Very High,Unknown,motorcycle,delivery,22.04,43.0,0.0,17.0,5.0,22.0,5.0,Snack,66.2,0.9,0.0,90.0,0.0,1.2,37.15,1,Moderate,5000,1857.5
,5F94,27.04,Clear,Very High,Unknown,scooter,delivery,23.46,47.0,0.0,17.0,5.0,35.0,4.8,Snack,61.88333333,0.9,0.0,90.0,0.0,1.3,37.92,1,Moderate,5000,1896.0000000000002
,1D08,24.36,Clear,Very High,Unknown,motorcycle,delivery,24.9,42.0,0.0,17.0,5.0,21.0,4.5,Buffet,54.96666667,0.9,0.0,90.0,0.0,1.2,38.3,1,Moderate,5000,1914.9999999999998
,3.80E+05,19.23,Fog,Very High,Unknown,motorcycle,delivery,27.75,57.0,0.0,17.0,5.0,37.0,4.7,Meal,62.26666667,0.9,11.4,90.0,0.0,1.2,40.84,1,Moderate,5000,2042.0000000000002
,CE39,43.71,Clear,Very High,Unknown,motorcycle,delivery,23.46,39.0,0.0,17.0,5.0,23.0,4.9,Buffet,56.91666667,0.9,0.0,90.0,0.0,1.2,36.17,0,Moderate,5000,1808.5
,B05A,31.22,Clear,Very High,Unknown,motorcycle,delivery,22.17,43.0,0.0,17.0,5.0,27.0,4.7,Buffet,53.18333333,0.9,0.0,90.0,0.0,1.2,39.99,1,Moderate,5000,1999.5000000000002
,7664,27.41,Cloudy,Very High,Unknown,scooter,delivery,28.36,75.0,0.0,17.0,5.0,20.0,4.9,Drinks,78.91666667,0.9,7.0,90.0,0.0,1.3,39.81,1,Moderate,5000,1990.5
,6A2A,25.14,Clear,Very High,Unknown,motorcycle,delivery,28.03,53.0,0.0,17.0,5.0,28.0,4.7,Drinks,69.46666667,0.9,0.6,90.0,0.0,1.2,40.55,1,Moderate,5000,2027.4999999999998
,A955,23.47,Fog,Very High,Unknown,ev,delivery,22.11,60.0,0.0,17.0,5.0,34.0,4.8,Meal,47.36666667,0.9,12.0,90.0,0.0,1.0,40.05,1,Moderate,5000,2002.4999999999998
,63CB,16.48,Clear,Very High,Unknown,motorcycle,delivery,22.96,48.0,0.0,17.0,5.0,24.0,4.9,Meal,51.36666667,0.9,0.0,90.0,0.0,1.2,37.47,1,Moderate,5000,1873.5
,8EF2,34.81,Clear,Very High,Unknown,scooter,delivery,27.22,53.0,0.0,17.0,5.0,24.0,4.8,Meal,82.91666667,0.9,0.6,90.0,0.0,1.3,37.93,1,Moderate,5000,1896.4999999999998
,92BC,29.36,Clear,Very High,Unknown,motorcycle,delivery,23.91,29.0,0.0,17.0,5.0,23.0,5.0,Meal,56.16666667,0.9,0.0,90.0,0.0,1.2,37.96,1,Moderate,5000,1898.0
,2A81,24.47,Fog,Very High,Unknown,motorcycle,delivery,22.39,73.0,0.0,17.0,5.0,25.0,4.7,Meal,55.1,0.9,14.6,90.0,0.0,1.2,41.77,1,Moderate,5000,2088.5
,5C27,23.55,Cloudy,Very High,Unknown,motorcycle,delivery,19.85,63.0,0.0,17.0,5.0,34.0,4.5,Snack,58.53333333,0.9,4.6,90.0,0.0,1.2,39.3,1,Moderate,5000,1964.9999999999998
,7374,14.83,Cloudy,Very High,Unknown,ev,delivery,28.51,82.0,0.0,17.0,5.0,20.0,5.0,Snack,58.71666667,0.9,8.4,90.0,0.0,1.0,42.5,1,Moderate,5000,2125.0
,B207,28.41,Cloudy,Very High,Unknown,motorcycle,delivery,28.34,75.0,0.0,17.0,5.0,20.0,4.9,Meal,71.86666667,0.9,7.0,90.0,0.0,1.2,42.05,1,Moderate,5000,2102.5
,D047,28.16,Fog,Very High,Unknown,scooter,delivery,28.01,65.0,0.0,17.0,5.0,21.0,4.6,Drinks,73.65,0.9,13.0,90.0,0.0,1.3,44.66,1,Moderate,5000,2232.9999999999995
,B79E,23.47,Fog,Very High,Unknown,scooter,delivery,22.14,60.0,0.0,17.0,5.0,20.0,4.8,Drinks,56.36666667,0.9,12.0,90.0,0.0,1.3,39.52,1,Moderate,5000,1976.0000000000002
,69B5,31.09,Clear,Very High,Unknown,ev,delivery,23.81,29.0,0.0,17.0,5.0,30.0,4.5,Drinks,76.85,0.9,0.0,90.0,0.0,1.0,34.14,1,Moderate,5000,1707.0
,5DAB,32.34,Clear,Very High,Unknown,motorcycle,delivery,28.05,53.0,0.0,17.0,5.0,39.0,4.8,Snack,82.36666667,0.9,0.6,90.0,0.0,1.2,38.15,1,Moderate,5000,1907.5
,347E,29.68,Clear,Very High,Unknown,motorcycle,delivery,20.58,68.0,0.0,17.0,5.0,33.0,4.3,Meal,50.46666667,0.9,3.6,90.0,0.0,1.2,40.3,1,Moderate,5000,2014.9999999999998
,4A00,29.32,Fog,Very High,Unknown,motorcycle,delivery,22.4,74.0,0.0,17.0,5.0,22.0,4.2,Buffet,81.56666667,0.9,14.8,90.0,0.0,1.2,41.64,1,Moderate,5000,2082.0
,3C83,26.84,Clear,Very High,Unknown,motorcycle,delivery,27.93,54.0,0.0,17.0,5.0,29.0,4.9,Snack,68.03333333,0.9,0.8,90.0,0.0,1.2,36.38,1,Moderate,5000,1819.0
,1450,27.23,Clear,Very High,Unknown,scooter,delivery,22.29,43.0,0.0,17.0,5.0,34.0,4.6,Drinks,56.93333333,0.9,0.0,90.0,0.0,1.3,40.79,1,Moderate,5000,2039.5
,6159,31.78,Fog,Very High,Unknown,scooter,delivery,22.54,60.0,0.0,17.0,5.0,37.0,4.7,Buffet,71.68333333,0.9,12.0,90.0,0.0,1.3,43.57,1,Moderate,5000,2178.5
,DC0D,25.39,Fog,Very High,Unknown,motorcycle,delivery,27.99,65.0,0.0,17.0,5.0,33.0,4.7,Snack,68.03333333,0.9,13.0,90.0,0.0,1.2,44.17,1,Moderate,5000,2208.5
,2C0A,28.07,Fog,Very High,Unknown,scooter,delivery,27.86,57.0,0.0,17.0,5.0,35.0,4.7,Drinks,72.66666667,0.9,11.4,90.0,0.0,1.3,41.11,1,Moderate,5000,2055.5
,D3F8,27.56,Clear,Very High,Unknown,motorcycle,delivery,23.0,42.0,0.0,17.0,5.0,34.0,4.5,Snack,71.08333333,0.9,0.0,90.0,0.0,1.2,36.46,1,Moderate,5000,1823.0000000000002
,AEAC,21.35,Clear,Very High,Unknown,motorcycle,delivery,23.39,47.0,0.0,17.0,5.0,36.0,4.6,Snack,62.61666667,0.9,0.0,90.0,0.0,1.2,39.4,1,Moderate,5000,1969.9999999999998
,3.20E+06,20.42,Fog,Very High,Unknown,scooter,delivery,26.12,73.0,0.0,17.0,5.0,23.0,4.6,Snack,51.66666667,0.9,14.6,90.0,0.0,1.3,42.58,1,Moderate,5000,2129.0
,AFEB,22.12,Fog,Very High,Unknown,motorcycle,delivery,22.14,73.0,0.0,17.0,5.0,22.0,4.4,Meal,49.63333333,0.9,14.6,90.0,0.0,1.2,41.39,1,Moderate,5000,2069.5
,D685,31.41,Fog,Very High,Unknown,scooter,delivery,21.23,60.0,0.0,17.0,5.0,26.0,4.9,Buffet,54.55,0.9,12.0,90.0,0.0,1.3,40.37,1,Moderate,5000,2018.4999999999998
,2.00E+05,25.52,Fog,Very High,Unknown,motorcycle,delivery,26.14,73.0,0.0,17.0,5.0,37.0,4.4,Meal,58.28333333,0.9,14.6,90.0,0.0,1.2,41.59,1,Moderate,5000,2079.5000000000005
,E280,21.74,Clear,Very High,Unknown,motorcycle,delivery,25.02,44.0,0.0,17.0,5.0,26.0,4.6,Snack,57.65,0.9,0.0,90.0,0.0,1.2,39.25,1,Moderate,5000,1962.5
,9921,29.77,Clear,Very High,Unknown,motorcycle,delivery,23.93,29.0,0.0,17.0,5.0,33.0,4.8,Drinks,66.25,0.9,0.0,90.0,0.0,1.2,34.48,1,Moderate,5000,1724.0
,60A3,20.38,Clear,Very High,Unknown,motorcycle,delivery,23.95,28.0,0.0,17.0,5.0,20.0,4.8,Buffet,52.91666667,0.9,0.0,90.0,0.0,1.2,38.76,0,Moderate,5000,1938.0
,BB78,24.34,Fog,Very High,Unknown,ev,delivery,26.96,57.0,0.0,17.0,5.0,33.0,3.5,Meal,74.85,0.9,11.4,90.0,0.0,1.0,39.07,1,Moderate,5000,1953.5
,24BE,27.73,Clear,Very High,Unknown,scooter,delivery,23.92,29.0,0.0,17.0,5.0,35.0,4.9,Drinks,67.6,0.9,0.0,90.0,0.0,1.3,37.58,1,Moderate,5000,1878.9999999999998
,498C,16.78,Clear,Very High,Unknown,scooter,delivery,22.76,48.0,0.0,17.0,5.0,29.0,4.7,Snack,51.5,0.9,0.0,90.0,0.0,1.3,37.71,1,Moderate,5000,1885.5
,91B0,21.31,Fog,Very High,Unknown,motorcycle,delivery,22.92,73.0,0.0,17.0,5.0,22.0,4.6,Buffet,60.96666667,0.9,14.6,90.0,0.0,1.2,42.17,0,Moderate,5000,2108.5
,BFE,27.05,Fog,Very High,Unknown,motorcycle,delivery,22.52,60.0,0.0,17.0,5.0,38.0,4.6,Buffet,64.71666667,0.9,12.0,90.0,0.0,1.2,41.13,1,Moderate,5000,2056.5
,764E,28.92,Rain,Very High,Unknown,ev,delivery,28.35,76.0,0.17,17.0,5.0,21.0,4.9,Snack,37.558333335,0.9,14.05,90.0,0.0,1.0,40.53,1,Moderate,5000,2026.5
,D46E,44.28,Clear,Very High,Unknown,scooter,delivery,12.86,89.0,0.0,17.0,5.0,38.0,4.7,Drinks,11.82333333,0.9,7.8,90.0,0.0,1.3,39.59,1,Moderate,5000,1979.5000000000002
,C3B7,20.62,Clear,Very High,Unknown,motorcycle,delivery,25.58,42.0,0.0,17.0,5.0,29.0,4.9,Snack,53.85,0.9,0.0,90.0,0.0,1.2,40.14,1,Moderate,5000,2007.0
,D907,30.7,Clear,Very High,Unknown,motorcycle,delivery,25.4,38.0,0.0,17.0,5.0,35.0,4.7,Snack,54.56666667,0.9,0.0,90.0,0.0,1.2,37.55,1,Moderate,5000,1877.4999999999998
,C40F,22.57,Cloudy,Very High,Unknown,motorcycle,delivery,28.85,67.0,0.0,17.0,5.0,39.0,5.0,Drinks,65.61666667,0.9,5.4,90.0,0.0,1.2,39.14,1,Moderate,5000,1957.0000000000002
,7CB,40.17,Clear,Very High,Unknown,motorcycle,delivery,27.64,55.0,0.0,17.0,5.0,34.0,4.4,Buffet,10.11333333,0.9,1.0,90.0,0.0,1.2,36.56,1,Moderate,5000,1828.0000000000002
,11F2,17.97,Clear,Very High,Unknown,scooter,delivery,22.71,49.0,0.0,17.0,5.0,35.0,4.8,Buffet,51.81666667,0.9,0.0,90.0,0.0,1.3,37.18,1,Moderate,5000,1859.0
,7FC6,33.95,Clear,Very High,Unknown,motorcycle,delivery,24.9,43.0,0.0,17.0,5.0,30.0,4.8,Drinks,62.13333333,0.9,0.0,90.0,0.0,1.2,36.22,1,Moderate,5000,1810.9999999999998
,4729,26.79,Clear,Very High,Unknown,scooter,delivery,23.9,29.0,0.0,17.0,5.0,32.0,4.8,Meal,55.91666667,0.9,0.0,90.0,0.0,1.3,39.53,1,Moderate,5000,1976.5
,97AF,31.93,Clear,Very High,Unknown,scooter,delivery,23.53,29.0,0.0,17.0,5.0,23.0,4.6,Meal,63.9,0.9,0.0,90.0,0.0,1.3,36.49,1,Moderate,5000,1824.5
,7976,16.68,Clear,Very High,Unknown,motorcycle,delivery,22.88,48.0,0.0,17.0,5.0,29.0,4.6,Buffet,52.66666667,0.9,0.0,90.0,0.0,1.2,33.01,1,Moderate,5000,1650.5
,6DFC,31.89,Fog,Very High,Unknown,motorcycle,delivery,22.57,60.0,0.0,17.0,5.0,37.0,4.8,Meal,56.81666667,0.9,12.0,90.0,0.0,1.2,41.82,1,Moderate,5000,2091.0
,19B8,24.96,Fog,Very High,Unknown,motorcycle,delivery,26.2,73.0,0.0,17.0,5.0,33.0,4.7,Meal,53.45,0.9,14.6,90.0,0.0,1.2,42.05,1,Moderate,5000,2102.5
